crop_path,dataset_source,source_image,scene_id,component_class,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
ArduinoMega_Bottom_jpg__014__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_jpg.rf.42e045f8dfbb85e593287fa807016fda.jpg,ArduinoMega_Bottom_jpg,Pins,772,116,145,22,482,72,component,,,
ArduinoMega_Bottom_jpg__015__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_jpg.rf.42e045f8dfbb85e593287fa807016fda.jpg,ArduinoMega_Bottom_jpg,Pins,278,177,52,33,174,111,component,,,
ArduinoMega_Bottom_jpg__016__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_jpg.rf.42e045f8dfbb85e593287fa807016fda.jpg,ArduinoMega_Bottom_jpg,Pins,232,96,43,18,145,60,component,,,
ArduinoMega_Bottom_png_jpg__001__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,100,315,19,59,62,197,component,,,
ArduinoMega_Bottom_png_jpg__002__Connector.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Connector,149,232,28,44,93,145,component,,,
ArduinoMega_Bottom_png_jpg__003__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,104,112,19,21,65,70,component,,,
ArduinoMega_Bottom_png_jpg__005__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,175,888,33,166,109,555,component,,,
ArduinoMega_Bottom_png_jpg__006__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,112,152,21,28,70,95,component,,,
ArduinoMega_Bottom_png_jpg__008__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,248,224,46,42,155,140,component,,,
ArduinoMega_Bottom_png_jpg__009__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,394,92,74,17,246,58,component,,,
ArduinoMega_Bottom_png_jpg__010__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,392,87,74,16,245,55,component,,,
ArduinoMega_Bottom_png_jpg__011__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,383,96,72,18,239,60,component,,,
ArduinoMega_Bottom_png_jpg__012__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,484,95,91,18,302,59,component,,,
ArduinoMega_Bottom_png_jpg__013__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,396,91,74,17,248,57,component,,,
ArduinoMega_Bottom_png_jpg__014__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,388,90,73,17,242,56,component,,,
ArduinoMega_Bottom_png_jpg__015__Pins.png,fpic_rf100,train/images/ArduinoMega_Bottom_png_jpg.rf.13f7517a523638ca4a4666f186513327.jpg,ArduinoMega_Bottom_png_jpg,Pins,144,100,27,19,90,62,component,,,
ArduinoMega_Top_jpg__002__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,172,171,32,32,108,107,component,,,
ArduinoMega_Top_jpg__005__Resistor_Jumper.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Resistor Jumper,76,140,14,26,48,88,component,,,
ArduinoMega_Top_jpg__006__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,640,488,120,92,400,305,component,,,
ArduinoMega_Top_jpg__013__IC.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,IC,219,236,41,44,137,148,component,,,
ArduinoMega_Top_jpg__019__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,246,1777,46,333,154,1111,component,,,
ArduinoMega_Top_jpg__025__IC.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,IC,698,689,131,129,436,431,component,,,
ArduinoMega_Top_jpg__026__Button.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Button,252,406,47,76,158,254,component,,,
ArduinoMega_Top_jpg__027__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,203,309,38,58,127,193,component,,,
ArduinoMega_Top_jpg__028__Clock.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Clock,431,188,81,35,269,118,component,,,
ArduinoMega_Top_jpg__029__IC.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,IC,123,132,23,25,77,82,component,,,
ArduinoMega_Top_jpg__030__IC.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,IC,121,181,23,34,75,113,component,,,
ArduinoMega_Top_jpg__032__IC.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,IC,228,136,43,25,142,85,component,,,
ArduinoMega_Top_jpg__034__IC.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,IC,336,272,63,51,210,170,component,,,
ArduinoMega_Top_jpg__038__Pads.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Pads,140,108,26,20,88,68,component,,,
ArduinoMega_Top_jpg__043__Electrolytic_Capacitor.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Electrolytic Capacitor,268,319,50,60,168,199,component,,,
ArduinoMega_Top_jpg__044__Electrolytic_Capacitor.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Electrolytic Capacitor,266,321,50,60,166,201,component,,,
ArduinoMega_Top_jpg__046__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,644,484,121,91,402,302,component,,,
ArduinoMega_Top_jpg__047__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,837,111,157,21,523,69,component,,,
ArduinoMega_Top_jpg__048__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,820,106,154,20,512,66,component,,,
ArduinoMega_Top_jpg__049__IC.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,IC,278,150,52,28,174,94,component,,,
ArduinoMega_Top_jpg__050__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,827,113,155,21,517,71,component,,,
ArduinoMega_Top_jpg__051__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,812,137,152,26,508,85,component,,,
ArduinoMega_Top_jpg__052__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,820,134,154,25,512,84,component,,,
ArduinoMega_Top_jpg__053__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,1019,127,191,24,637,79,component,,,
ArduinoMega_Top_jpg__054__Connector.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Connector,292,193,55,36,182,121,component,,,
ArduinoMega_Top_jpg__055__Diode.png,fpic_rf100,train/images/ArduinoMega_Top_jpg.rf.9515ce5a85c2c606410f01af6b5a5ff6.jpg,ArduinoMega_Top_jpg,Diode,76,199,14,37,48,125,component,,,
ArduinoMega_Top_png_jpg__002__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,172,171,32,32,108,107,component,,,
ArduinoMega_Top_png_jpg__005__Resistor_Jumper.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Resistor Jumper,76,140,14,26,48,88,component,,,
ArduinoMega_Top_png_jpg__006__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,640,488,120,92,400,305,component,,,
ArduinoMega_Top_png_jpg__013__IC.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,IC,219,236,41,44,137,148,component,,,
ArduinoMega_Top_png_jpg__019__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,246,1777,46,333,154,1111,component,,,
ArduinoMega_Top_png_jpg__025__IC.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,IC,698,689,131,129,436,431,component,,,
ArduinoMega_Top_png_jpg__026__Button.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Button,252,406,47,76,158,254,component,,,
ArduinoMega_Top_png_jpg__027__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,203,309,38,58,127,193,component,,,
ArduinoMega_Top_png_jpg__028__Clock.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Clock,431,188,81,35,269,118,component,,,
ArduinoMega_Top_png_jpg__029__IC.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,IC,123,132,23,25,77,82,component,,,
ArduinoMega_Top_png_jpg__030__IC.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,IC,121,181,23,34,75,113,component,,,
ArduinoMega_Top_png_jpg__032__IC.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,IC,228,136,43,25,142,85,component,,,
ArduinoMega_Top_png_jpg__034__IC.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,IC,336,272,63,51,210,170,component,,,
ArduinoMega_Top_png_jpg__038__Pads.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Pads,140,108,26,20,88,68,component,,,
ArduinoMega_Top_png_jpg__043__Electrolytic_Capacitor.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Electrolytic Capacitor,268,319,50,60,168,199,component,,,
ArduinoMega_Top_png_jpg__044__Electrolytic_Capacitor.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Electrolytic Capacitor,266,321,50,60,166,201,component,,,
ArduinoMega_Top_png_jpg__046__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,644,484,121,91,402,302,component,,,
ArduinoMega_Top_png_jpg__047__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,837,111,157,21,523,69,component,,,
ArduinoMega_Top_png_jpg__048__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,820,106,154,20,512,66,component,,,
ArduinoMega_Top_png_jpg__049__IC.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,IC,278,150,52,28,174,94,component,,,
ArduinoMega_Top_png_jpg__050__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,827,113,155,21,517,71,component,,,
ArduinoMega_Top_png_jpg__051__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,812,137,152,26,508,85,component,,,
ArduinoMega_Top_png_jpg__052__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,820,134,154,25,512,84,component,,,
ArduinoMega_Top_png_jpg__053__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,1019,127,191,24,637,79,component,,,
ArduinoMega_Top_png_jpg__054__Connector.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Connector,292,193,55,36,182,121,component,,,
ArduinoMega_Top_png_jpg__055__Diode.png,fpic_rf100,valid/images/ArduinoMega_Top_png_jpg.rf.adf4311397d790b9e92adcbde2304ab1.jpg,ArduinoMega_Top_png_jpg,Diode,76,199,14,37,48,125,component,,,
Arty_Bottom_jpg__019__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,122,200,23,38,76,125,component,,,
Arty_Bottom_jpg__020__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,85,564,16,106,53,352,component,,,
Arty_Bottom_jpg__032__Capacitor_Jumper.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Capacitor Jumper,116,84,22,16,72,52,component,,,
Arty_Bottom_jpg__094__IC.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,IC,117,133,22,25,73,83,component,,,
Arty_Bottom_jpg__107__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,134,132,25,25,84,82,component,,,
Arty_Bottom_jpg__108__Capacitor_Jumper.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Capacitor Jumper,90,88,17,17,56,55,component,,,
Arty_Bottom_jpg__135__IC.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,IC,113,129,21,24,71,81,component,,,
Arty_Bottom_jpg__143__Transistor.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Transistor,188,156,35,29,118,98,component,,,
Arty_Bottom_jpg__147__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,234,223,44,42,146,139,component,,,
Arty_Bottom_jpg__148__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,428,138,80,26,268,86,component,,,
Arty_Bottom_jpg__149__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,582,134,109,25,364,84,component,,,
Arty_Bottom_jpg__180__IC.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,IC,90,95,17,18,56,59,component,,,
Arty_Bottom_jpg__181__Transistor.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Transistor,95,95,18,18,59,59,component,,,
Arty_Bottom_jpg__286__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,424,128,79,24,265,80,component,,,
Arty_Bottom_jpg__287__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,424,129,79,24,265,81,component,,,
Arty_Bottom_jpg__288__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,427,129,80,24,267,81,component,,,
Arty_Bottom_jpg__289__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,427,129,80,24,267,81,component,,,
Arty_Bottom_jpg__298__Transistor.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Transistor,96,90,18,17,60,56,component,,,
Arty_Bottom_jpg__308__IC.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,IC,107,90,20,17,67,56,component,,,
Arty_Bottom_jpg__345__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,575,138,108,26,359,86,component,,,
Arty_Bottom_jpg__347__Pins.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pins,726,133,136,25,454,83,component,,,
Arty_Bottom_jpg__348__Connector.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Connector,97,252,19,47,64,158,component,,,
Arty_Bottom_jpg__366__IC.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,IC,101,117,19,22,63,73,component,,,
Arty_Bottom_jpg__375__Pads.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Pads,264,166,50,31,165,104,component,,,
Arty_Bottom_jpg__379__Capacitor_Jumper.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Capacitor Jumper,144,139,27,26,90,87,component,,,
Arty_Bottom_jpg__381__Capacitor_Jumper.png,fpic_rf100,test/images/Arty_Bottom_jpg.rf.16f36245a0765afee4ea9dd43ae09f68.jpg,Arty_Bottom_jpg,Capacitor Jumper,90,85,17,16,56,53,component,,,
Arty_Top_jpg__006__Inductor.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Inductor,180,161,34,30,112,101,component,,,
Arty_Top_jpg__007__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,154,188,29,35,96,118,component,,,
Arty_Top_jpg__009__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,577,113,108,21,361,71,component,,,
Arty_Top_jpg__010__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,460,113,86,21,288,71,component,,,
Arty_Top_jpg__011__IC.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,IC,245,241,46,45,153,151,component,,,
Arty_Top_jpg__012__IC.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,IC,214,207,40,39,134,129,component,,,
Arty_Top_jpg__019__IC.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,IC,100,97,19,18,62,61,component,,,
Arty_Top_jpg__042__IC.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,IC,144,144,27,27,90,90,component,,,
Arty_Top_jpg__047__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,608,385,114,72,380,241,component,,,
Arty_Top_jpg__048__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,128,180,24,34,80,112,component,,,
Arty_Top_jpg__053__IC.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,IC,220,310,41,58,138,194,component,,,
Arty_Top_jpg__054__IC.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,IC,481,465,90,87,301,291,component,,,
Arty_Top_jpg__082__Inductor.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Inductor,138,134,26,25,86,84,component,,,
Arty_Top_jpg__083__Inductor.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Inductor,92,90,17,17,58,56,component,,,
Arty_Top_jpg__090__IC.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,IC,166,165,31,31,104,103,component,,,
Arty_Top_jpg__095__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,344,213,65,40,215,133,component,,,
Arty_Top_jpg__102__Inductor.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Inductor,92,91,17,17,58,57,component,,,
Arty_Top_jpg__103__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,358,127,67,24,224,79,component,,,
Arty_Top_jpg__105__Connector.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Connector,456,113,86,21,285,71,component,,,
Arty_Top_jpg__106__Inductor.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Inductor,92,92,17,17,58,58,component,,,
Arty_Top_jpg__122__Switch.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Switch,136,276,26,52,85,172,component,,,
Arty_Top_jpg__123__Switch.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Switch,136,273,25,51,85,171,component,,,
Arty_Top_jpg__124__Switch.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Switch,134,273,25,51,84,171,component,,,
Arty_Top_jpg__125__Switch.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Switch,136,273,26,51,85,171,component,,,
Arty_Top_jpg__126__Button.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Button,112,202,21,38,70,126,component,,,
Arty_Top_jpg__127__Button.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Button,116,202,22,38,72,126,component,,,
Arty_Top_jpg__128__Button.png,fpic_rf100,test/images/Arty_Top_jpg.rf.5d15b4645b32647b6439efa7fe4e3942.jpg,Arty_Top_jpg,Button,111,208,21,39,69,130,component,,,
